1002125,BE-90C,10,200,01/29/2003 18:52
1002126,BE-90C,50,300,01/29/2003 18:52
1002127,BE-90C,75,380,01/29/2003 18:52
1002128,BE-90C,100,400,01/29/2003 18:52
1002129,BE-90C,250,440,01/29/2003 18:52
1002130,BE-90C,500,465,01/29/2003 18:52
1002131,AS-365N2,10,200,01/29/2003 18:52
1002132,AS-365N2,50,300,01/29/2003 18:52
1002133,AS-365N2,75,380,01/29/2003 18:52
1002134,AS-365N2,100,400,01/29/2003 18:52
1002135,AS-365N2,250,440,01/29/2003 18:52
1002136,AS-365N2,500,465,01/29/2003 18:52
1002137,HS-125-600,10,200,01/29/2003 18:52
1002138,HS-125-600,50,300,01/29/2003 18:52
1002139,HS-125-600,75,380,01/29/2003 18:52
1002140,HS-125-600,100,400,01/29/2003 18:52
1002141,HS-125-600,250,440,01/29/2003 18:52
1002142,HS-125-600,500,465,01/29/2003 18:52
1002143,B-737-300,10,200,01/29/2003 18:52
1002144,B-737-300,50,300,01/29/2003 18:52
1002145,B-737-300,75,380,01/29/2003 18:52
1002146,B-737-300,100,400,01/29/2003 18:52
1002147,B-737-300,250,440,01/29/2003 18:52
1002148,B-737-300,500,465,01/29/2003 18:52
1002161,B-727-300,10,200,01/29/2003 18:52
1002162,B-727-300,50,300,01/29/2003 18:52
1002163,B-727-300,75,380,01/29/2003 18:52
1002164,B-727-300,100,400,01/29/2003 18:52
1002165,B-727-300,250,440,01/29/2003 18:52
1002166,B-727-300,500,465,01/29/2003 18:52
1002167,LR-31A,10,200,01/29/2003 18:52
1002168,LR-31A,50,300,01/29/2003 18:52
1002169,LR-31A,75,380,01/29/2003 18:52
1002170,LR-31A,100,400,01/29/2003 18:52
1002171,LR-31A,250,440,01/29/2003 18:52
1002172,LR-31A,500,465,01/29/2003 18:52
1002173,G-100,10,200,01/29/2003 18:52
1002174,G-100,50,300,01/29/2003 18:52
1002175,G-100,75,380,01/29/2003 18:52
1002176,G-100,100,400,01/29/2003 18:52
1002177,G-100,250,440,01/29/2003 18:52
1002178,G-100,500,465,01/29/2003 18:52
1002352,HS-125-700,25,250,10/22/2004 00:33
1002353,HS-125-700,50,325,10/22/2004 00:33
1002354,HS-125-700,100,380,10/22/2004 00:33
1002355,HS-125-700,250,400,10/22/2004 00:33
1002356,HS-125-700,500,420,10/22/2004 00:33
1002357,G-1159A,10,200,10/22/2004 00:33
1002185,MD-900,10,200,01/29/2003 18:52
1002186,MD-900,50,300,01/29/2003 18:52
1002187,MD-900,75,380,01/29/2003 18:52
1002188,MD-900,100,400,01/29/2003 18:52
1002189,MD-900,250,440,01/29/2003 18:52
1002190,MD-900,500,465,01/29/2003 18:52
1002191,MD-900 EX,10,200,01/29/2003 18:52
1002192,MD-900 EX,50,300,01/29/2003 18:52
1002193,MD-900 EX,75,380,01/29/2003 18:52
1002194,MD-900 EX,100,400,01/29/2003 18:52
1002195,MD-900 EX,250,440,01/29/2003 18:52
1002196,MD-900 EX,500,465,01/29/2003 18:52
1002197,HS-125-600/731,10,200,01/29/2003 18:52
1002198,HS-125-600/731,50,300,01/29/2003 18:52
1002199,HS-125-600/731,75,380,01/29/2003 18:52
1002200,HS-125-600/731,100,400,01/29/2003 18:52
1002201,HS-125-600/731,250,440,01/29/2003 18:52
1002202,HS-125-600/731,500,465,01/29/2003 18:52
1002203,HS-125-400,10,200,01/29/2003 18:52
1002204,HS-125-400,50,300,01/29/2003 18:52
1002205,HS-125-400,75,380,01/29/2003 18:52
1002206,HS-125-400,100,400,01/29/2003 18:52
1002207,HS-125-400,250,440,01/29/2003 18:52
1002208,HS-125-400,500,465,01/29/2003 18:52
1002209,DA-900 EX,10,200,01/29/2003 18:52
1002210,DA-900 EX,50,300,01/29/2003 18:52
1002211,DA-900 EX,75,380,01/29/2003 18:52
1002212,DA-900 EX,100,400,01/29/2003 18:52
1002213,DA-900 EX,250,440,01/29/2003 18:52
1002214,DA-900 EX,500,465,01/29/2003 18:52
1002215,DA-900EX,10,200,01/29/2003 18:52
1002216,DA-900EX,50,300,01/29/2003 18:52
1002217,DA-900EX,75,380,01/29/2003 18:52
1002218,DA-900EX,100,400,01/29/2003 18:52
1002219,DA-900EX,250,440,01/29/2003 18:52
1002220,DA-900EX,500,465,01/29/2003 18:52
1002221,D-328,10,200,01/29/2003 18:52
1002222,D-328,50,300,01/29/2003 18:52
1002223,D-328,75,380,01/29/2003 18:52
1002224,D-328,100,400,01/29/2003 18:52
1002225,D-328,250,440,01/29/2003 18:52
1002226,D-328,500,465,01/29/2003 18:52
1002227,HS-125-400/731,10,200,01/29/2003 18:52
1002228,HS-125-400/731,50,300,01/29/2003 18:52
1002229,HS-125-400/731,75,380,01/29/2003 18:52
1002230,HS-125-400/731,100,400,01/29/2003 18:52
1002231,HS-125-400/731,250,440,01/29/2003 18:52
1002232,HS-125-400/731,500,465,01/29/2003 18:52
1002233,B-757,10,200,01/29/2003 18:52
1002234,B-757,50,300,01/29/2003 18:52
1002235,B-757,75,380,01/29/2003 18:52
1002236,B-757,100,400,01/29/2003 18:52
1002237,B-757,250,440,01/29/2003 18:52
1002238,B-757,500,465,01/29/2003 18:52
1002239,G-1159SP,10,200,01/29/2003 18:52
1002240,G-1159SP,50,300,01/29/2003 18:52
1002241,G-1159SP,75,380,01/29/2003 18:52
1002242,G-1159SP,100,400,01/29/2003 18:52
1002243,G-1159SP,250,440,01/29/2003 18:52
1002244,G-1159SP,500,465,01/29/2003 18:52
1002245,BD-700-1A10,10,200,01/29/2003 18:52
1002246,BD-700-1A10,50,300,01/29/2003 18:52
1002247,BD-700-1A10,75,380,01/29/2003 18:52
1002248,BD-700-1A10,100,400,01/29/2003 18:52
1002249,BD-700-1A10,250,440,01/29/2003 18:52
